year_ceremony;canon_category;name;film;winner
2018;ACTRESS IN A SUPPORTING ROLE;Octavia Spencer;The Shape of Water;False
2019;ACTOR IN A LEADING ROLE;Christian Bale;Vice;False
2019;ACTOR IN A LEADING ROLE;Bradley Cooper;A Star Is Born;False
2019;ACTOR IN A LEADING ROLE;Willem Dafoe;At Eternity's Gate;False
2019;ACTOR IN A LEADING ROLE;Rami Malek;Bohemian Rhapsody;True
2019;ACTOR IN A LEADING ROLE;Viggo Mortensen;Green Book;False
2019;ACTOR IN A SUPPORTING ROLE;Mahershala Ali;Green Book;True
2019;ACTOR IN A SUPPORTING ROLE;Adam Driver;BlacKkKlansman;False
2019;ACTOR IN A SUPPORTING ROLE;Sam Elliott;A Star Is Born;False
2019;ACTOR IN A SUPPORTING ROLE;Richard E. Grant;Can You Ever Forgive Me?;False
2019;ACTOR IN A SUPPORTING ROLE;Sam Rockwell;Vice;False
2019;ACTRESS IN A LEADING ROLE;Yalitza Aparicio;Roma;False
2019;ACTRESS IN A LEADING ROLE;Glenn Close;The Wife;False
2019;ACTRESS IN A LEADING ROLE;Olivia Colman;The Favourite;True
2019;ACTRESS IN A LEADING ROLE;Lady Gaga;A Star Is Born;False
2019;ACTRESS IN A LEADING ROLE;Melissa McCarthy;Can You Ever Forgive Me?;False
2019;ACTRESS IN A SUPPORTING ROLE;Amy Adams;Vice;False
2019;ACTRESS IN A SUPPORTING ROLE;Marina de Tavira;Roma;False
2019;ACTRESS IN A SUPPORTING ROLE;Regina King;If Beale Street Could Talk;True
2019;ACTRESS IN A SUPPORTING ROLE;Emma Stone;The Favourite;False
2019;ACTRESS IN A SUPPORTING ROLE;Rachel Weisz;The Favourite;False
2020;ACTOR IN A LEADING ROLE;Antonio Banderas;Pain and Glory;False
2020;ACTOR IN A LEADING ROLE;Leonardo DiCaprio;Once upon a Time...in Hollywood;False
2020;ACTOR IN A LEADING ROLE;Adam Driver;Marriage Story;False
2020;ACTOR IN A LEADING ROLE;Joaquin Phoenix;Joker;True
2020;ACTOR IN A LEADING ROLE;Jonathan Pryce;The Two Popes;False
2020;ACTOR IN A SUPPORTING ROLE;Tom Hanks;A Beautiful Day in the Neighborhood;False
2020;ACTOR IN A SUPPORTING ROLE;Anthony Hopkins;The Two Popes;False
2020;ACTOR IN A SUPPORTING ROLE;Al Pacino;The Irishman;False
2020;ACTOR IN A SUPPORTING ROLE;Joe Pesci;The Irishman;False
2020;ACTOR IN A SUPPORTING ROLE;Brad Pitt;Once upon a Time...in Hollywood;True
2020;ACTRESS IN A LEADING ROLE;Cynthia Erivo;Harriet;False
2020;ACTRESS IN A LEADING ROLE;Scarlett Johansson;Marriage Story;False
2020;ACTRESS IN A LEADING ROLE;Saoirse Ronan;Little Women;False
2020;ACTRESS IN A LEADING ROLE;Charlize Theron;Bombshell;False
2020;ACTRESS IN A LEADING ROLE;Renée Zellweger;Judy;True
2020;ACTRESS IN A SUPPORTING ROLE;Kathy Bates;Richard Jewell;False
2020;ACTRESS IN A SUPPORTING ROLE;Laura Dern;Marriage Story;True
2020;ACTRESS IN A SUPPORTING ROLE;Scarlett Johansson;Jojo Rabbit;False
2020;ACTRESS IN A SUPPORTING ROLE;Florence Pugh;Little Women;False
2020;ACTRESS IN A SUPPORTING ROLE;Margot Robbie;Bombshell;False
2021;ACTOR IN A LEADING ROLE;Riz Ahmed;Sound of Metal;False
2021;ACTOR IN A LEADING ROLE;Chadwick Boseman;Ma Rainey's Black Bottom;False
2021;ACTOR IN A LEADING ROLE;Anthony Hopkins;The Father;True
2021;ACTOR IN A LEADING ROLE;Gary Oldman;Mank;False
2021;ACTOR IN A LEADING ROLE;Steven Yeun;Minari;False
2021;ACTOR IN A SUPPORTING ROLE;Sacha Baron Cohen;The Trial of the Chicago 7;False
2021;ACTOR IN A SUPPORTING ROLE;Daniel Kaluuya;Judas and the Black Messiah;True
2021;ACTOR IN A SUPPORTING ROLE;Leslie Odom Jr.;One Night in Miami...;False
2021;ACTOR IN A SUPPORTING ROLE;Paul Raci;Sound of Metal;False
2021;ACTOR IN A SUPPORTING ROLE;Lakeith Stanfield;Judas and the Black Messiah;False
2021;ACTRESS IN A LEADING ROLE;Viola Davis;Ma Rainey's Black Bottom;False
2021;ACTRESS IN A LEADING ROLE;Andra Day;The United States vs. Billie Holiday;False
2021;ACTRESS IN A LEADING ROLE;Vanessa Kirby;Pieces of a Woman;False
2021;ACTRESS IN A LEADING ROLE;Frances McDormand;Nomadland;True
2021;ACTRESS IN A LEADING ROLE;Carey Mulligan;Promising Young Woman;False
2021;ACTRESS IN A SUPPORTING ROLE;Maria Bakalova;Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan;False
2021;ACTRESS IN A SUPPORTING ROLE;Glenn Close;Hillbilly Elegy;False
2021;ACTRESS IN A SUPPORTING ROLE;Olivia Colman;The Father;False
2021;ACTRESS IN A SUPPORTING ROLE;Amanda Seyfried;Mank;False
2021;ACTRESS IN A SUPPORTING ROLE;Yuh-Jung Youn;Minari;True
2022;ACTOR IN A LEADING ROLE;Javier Bardem;Being the Ricardos;False
2022;ACTOR IN A LEADING ROLE;Benedict Cumberbatch;The Power of the Dog;False
2022;ACTOR IN A LEADING ROLE;Andrew Garfield;tick, tick...BOOM!;False
2022;ACTOR IN A LEADING ROLE;Will Smith;King Richard;True
2022;ACTOR IN A LEADING ROLE;Denzel Washington;The Tragedy of Macbeth;False
2022;ACTOR IN A SUPPORTING ROLE;Ciarán Hinds;Belfast;False
2022;ACTOR IN A SUPPORTING ROLE;Troy Kotsur;CODA;True
2022;ACTOR IN A SUPPORTING ROLE;Jesse Plemons;The Power of the Dog;False
2022;ACTOR IN A SUPPORTING ROLE;J.K. Simmons;Being the Ricardos;False
2022;ACTOR IN A SUPPORTING ROLE;Kodi Smit-McPhee;The Power of the Dog;False
2022;ACTRESS IN A LEADING ROLE;Jessica Chastain;The Eyes of Tammy Faye;True
2022;ACTRESS IN A LEADING ROLE;Olivia Colman;The Lost Daughter;False
2022;ACTRESS IN A LEADING ROLE;Penélope Cruz;Parallel Mothers;False
2022;ACTRESS IN A LEADING ROLE;Nicole Kidman;Being the Ricardos;False
2022;ACTRESS IN A LEADING ROLE;Kristen Stewart;Spencer;False
2022;ACTRESS IN A SUPPORTING ROLE;Jessie Buckley;The Lost Daughter;False
2022;ACTRESS IN A SUPPORTING ROLE;Ariana DeBose;West Side Story;True
2022;ACTRESS IN A SUPPORTING ROLE;Judi Dench;Belfast;False
2022;ACTRESS IN A SUPPORTING ROLE;Kirsten Dunst;The Power of the Dog;False
2022;ACTRESS IN A SUPPORTING ROLE;Aunjanue Ellis;King Richard;False
2023;ACTOR IN A LEADING ROLE;Austin Butler;Elvis;False
2023;ACTOR IN A LEADING ROLE;Colin Farrell;The Banshees of Inisherin;False
2023;ACTOR IN A LEADING ROLE;Brendan Fraser;The Whale;True
2023;ACTOR IN A LEADING ROLE;Paul Mescal;Aftersun;False
2023;ACTOR IN A LEADING ROLE;Bill Nighy;Living;False
2023;ACTOR IN A SUPPORTING ROLE;Brendan Gleeson;The Banshees of Inisherin;False
2023;ACTOR IN A SUPPORTING ROLE;Brian Tyree Henry;Causeway;False
2023;ACTOR IN A SUPPORTING ROLE;Judd Hirsch;The Fabelmans;False
2023;ACTOR IN A SUPPORTING ROLE;Barry Keoghan;The Banshees of Inisherin;False
2023;ACTOR IN A SUPPORTING ROLE;Ke Huy Quan;Everything Everywhere All at Once;True
2023;ACTRESS IN A LEADING ROLE;Cate Blanchett;Tár;False
2023;ACTRESS IN A LEADING ROLE;Ana de Armas;Blonde;False
2023;ACTRESS IN A LEADING ROLE;Andrea Riseborough;To Leslie;False
2023;ACTRESS IN A LEADING ROLE;Michelle Williams;The Fabelmans;False
2023;ACTRESS IN A LEADING ROLE;Michelle Yeoh;Everything Everywhere All at Once;True
2023;ACTRESS IN A SUPPORTING ROLE;Angela Bassett;Black Panther: Wakanda Forever;False
2023;ACTRESS IN A SUPPORTING ROLE;Hong Chau;The Whale;False
2023;ACTRESS IN A SUPPORTING ROLE;Kerry Condon;The Banshees of Inisherin;False
2023;ACTRESS IN A SUPPORTING ROLE;Jamie Lee Curtis;Everything Everywhere All at Once;True
2023;ACTRESS IN A SUPPORTING ROLE;Stephanie Hsu;Everything Everywhere All at Once;False
2024;ACTOR IN A LEADING ROLE;Bradley Cooper;Maestro;False
2024;ACTOR IN A LEADING ROLE;Colman Domingo;Rustin;False
2024;ACTOR IN A LEADING ROLE;Paul Giamatti;The Holdovers;False
2024;ACTOR IN A LEADING ROLE;Cillian Murphy;Oppenheimer;True
2024;ACTOR IN A LEADING ROLE;Jeffrey Wright;American Fiction;False
2024;ACTOR IN A SUPPORTING ROLE;Sterling K. Brown;American Fiction;False
2024;ACTOR IN A SUPPORTING ROLE;Robert De Niro;Killers of the Flower Moon;False
2024;ACTOR IN A SUPPORTING ROLE;Robert Downey Jr.;Oppenheimer;True
2024;ACTOR IN A SUPPORTING ROLE;Ryan Gosling;Barbie;False
2024;ACTOR IN A SUPPORTING ROLE;Mark Ruffalo;Poor Things;False
2024;ACTRESS IN A LEADING ROLE;Annette Bening;Nyad;False
2024;ACTRESS IN A LEADING ROLE;Lily Gladstone;Killers of the Flower Moon;False
2024;ACTRESS IN A LEADING ROLE;Sandra Hüller;Anatomy of a Fall;False
2024;ACTRESS IN A LEADING ROLE;Carey Mulligan;Maestro;False
2024;ACTRESS IN A LEADING ROLE;Emma Stone;Poor Things;True
2024;ACTRESS IN A SUPPORTING ROLE;Emily Blunt;Oppenheimer;False
2024;ACTRESS IN A SUPPORTING ROLE;Danielle Brooks;The Color Purple;False
2024;ACTRESS IN A SUPPORTING ROLE;America Ferrera;Barbie;False
2024;ACTRESS IN A SUPPORTING ROLE;Jodie Foster;Nyad;False
2024;ACTRESS IN A SUPPORTING ROLE;Da'Vine Joy Randolph;The Holdovers;True
2025;ACTOR IN A LEADING ROLE;Adrien Brody;The Brutalist;True
2025;ACTOR IN A LEADING ROLE;Timothée Chalamet;A Complete Unknown;False
2025;ACTOR IN A LEADING ROLE;Colman Domingo;Sing Sing;False
2025;ACTOR IN A LEADING ROLE;Ralph Fiennes;Conclave;False
2025;ACTOR IN A LEADING ROLE;Sebastian Stan;The Apprentice;False
2025;ACTOR IN A SUPPORTING ROLE;Yura Borisov;Anora;False
2025;ACTOR IN A SUPPORTING ROLE;Kieran Culkin;A Real Pain;True
2025;ACTOR IN A SUPPORTING ROLE;Edward Norton;A Complete Unknown;False
2025;ACTOR IN A SUPPORTING ROLE;Guy Pearce;The Brutalist;False
2025;ACTOR IN A SUPPORTING ROLE;Jeremy Strong;The Apprentice;False
2025;ACTRESS IN A LEADING ROLE;Cynthia Erivo;Wicked;False
2025;ACTRESS IN A LEADING ROLE;Karla Sofía Gascón;Emilia Pérez;False
2025;ACTRESS IN A LEADING ROLE;Mikey Madison;Anora;True
2025;ACTRESS IN A LEADING ROLE;Demi Moore;The Substance;False
2025;ACTRESS IN A LEADING ROLE;Fernanda Torres;I'm Still Here;False
2025;ACTRESS IN A SUPPORTING ROLE;Monica Barbaro;A Complete Unknown;False
2025;ACTRESS IN A SUPPORTING ROLE;Ariana Grande;Wicked;False
2025;ACTRESS IN A SUPPORTING ROLE;Felicity Jones;The Brutalist;False
2025;ACTRESS IN A SUPPORTING ROLE;Isabella Rossellini;Conclave;False
2025;ACTRESS IN A SUPPORTING ROLE;Zoe Saldaña;Emilia Pérez;True
